sub_index,utype,domain,followers,friends,total_tweets,years,chars_combined,quesmark_combined,punc_combined,tagpermsg_combined,mentpermsg_combined,percent_msgwithment_combined,percent_msgwithtag_combined,percent_msgwithurl_combined,org_med_combined,org_med_np_combined,org_med_vp_combined,exmark_combined,first,interj,slang,sentiment,active_vb,semi_combined
1.208333333,between100-10msgs,Technology,3625.0,1731.0,58.0,7.265753425,108.86842105,0.052631579,2.9649122805,1.7807017545,1.7807017545,0.7631578944999999,0.99122807,0.9649122805,6.5,5.0,4.0,0.333333333,0.166666667,0.0,0.5625,0.020833333,0.125,0.0
3.118261099,between10-3msgs,Fitness,7323.0,1147.0,59.0,7.454794521,110.113372095,0.139534884,4.558866279,0.882994186,2.050872093,0.7209302325,0.4556686045,0.6729651165,5.5,2.5,3.75,1.039244186,0.159090909,0.522727273,1.0,0.386363636,0.159090909,0.14825581399999999
0.131418972,between100-10msgs,Technology,10.0,16.0,268.0,1.728767123,85.5169173,1.501879699,3.537593985,3.695488722,1.5056390975,1.0,0.977443609,0.969924812,2.0,2.0,0.0,0.041353383,0.0,0.010638298,0.053191489,0.053191489,0.010638298,0.037593985
2.0833333339999998,mentioned,Science,160.0,269.0,33.0,4.734246575,89.625,0.0606617645,3.4963235294999997,0.3897058825,0.8106617645,0.6875,0.3897058825,0.12316176449999999,5.0,2.0,3.5,0.125,0.625,0.25,0.791666667,0.375,0.291666667,0.375
3.8722222225000005,mentioned,Fitness,955.0,1623.0,15.0,4.394520548,119.91666665,0.138888889,3.6111111114999996,1.1666666665,1.8055555555000002,0.75,0.4444444445,0.6111111115,5.75,2.0,4.75,0.6944444445,0.5,0.1,1.9,0.7,0.2,0.222222222
5.666666666999999,between100-10msgs,Fitness,7.0,15.0,84.0,1.534246575,135.6785714,0.0,2.119047619,4.583333333,0.011904762,0.011904762,1.0,0.988095238,3.0,2.0,2.0,0.0,2.869047619,0.047619048,2.869047619,0.0,0.0,0.119047619
1.0,Random,Unknown,578.0,448.0,3.0,4.797260274,134.3333333,0.0,6.333333333,0.0,1.0,1.0,0.0,1.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,Random,Unknown,1258.0,2007.0,1.0,6.808219178,118.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,5.75,3.25,3.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1.0,Random,Unknown,34.0,120.0,1.0,4.789041096,69.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.3636363630000004,mentioned,Technology,9447.0,248.0,11.0,1.75890411,92.72727273,0.0,5.181818182,1.181818182,0.181818182,0.181818182,0.545454545,0.090909091,6.0,4.0,4.0,0.636363636,0.454545455,0.545454545,0.727272727,0.363636364,0.818181818,0.181818182
4.7507739945,friend,Fitness,4655.0,1040.0,40.0,6.284931507,112.75,0.263157895,4.0263157895,1.3157894735,0.9605263159999999,0.75,0.8552631580000001,0.907894737,8.25,4.0,6.25,1.3684210525,0.382352941,0.5,1.735294118,0.323529412,0.441176471,0.0
0.076923077,between100-10msgs,Fitness,17.0,0.0,26.0,1.865753425,123.7307692,0.0,5.153846154,2.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.076923077,0.0,0.0,0.0,0.0
5.376098172,between100-10msgs,Fitness,126.0,187.0,101.0,1.704109589,107.7029703,0.128712871,3.247524752,2.158415842,0.0,0.0,1.0,0.762376238,3.0,2.0,0.0,0.118811881,0.816901408,3.492957746,1.0,0.0,0.056338028,0.108910891
6.0,Random,Unknown,198.0,171.0,1.0,0.969863014,108.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,10.0,3.0,9.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
0.9499553205000002,morethan100msgs,Fitness,3165.0,1647.0,3966.0,3.695890411,130.41391545,0.014686936,3.029614866,4.726462251999999,0.000515331,0.5002576655,0.999871167,1.0,3.5,2.0,2.0,0.0377040485,0.056797738,0.754304806,0.10922642,0.010280134,0.024672321,0.043030147
1.8633603239999998,between10-3msgs,Fitness,130.0,11.0,520.0,2.079452055,106.3134615,0.107692308,3.946153846,1.426923077,1.725,1.0,0.725,0.394230769,6.0,2.0,5.0,0.484615385,0.114035088,0.986842105,0.635964912,0.043859649,0.640350877,1.042307692
2.0,Random,Unknown,331.0,506.0,1.0,5.252054795,116.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,between100-10msgs,Fitness,299.0,37.0,8.0,1.561643836,140.0,0.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.0,Random,Unknown,698.0,645.0,1.0,4.794520548,134.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,5.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0
1.5,Random,Unknown,205.0,409.0,4.0,7.471232877,116.75,0.0,3.5,0.25,1.75,1.0,0.25,0.0,10.5,4.0,8.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0
3.457142858,mentioned,Science,1988.0,680.0,13.0,4.936986301,121.23333335,0.1,4.3,0.4666666665,1.9,1.0,0.3666666665,0.6333333335,5.5,2.5,4.5,0.6,0.285714286,0.285714286,1.428571429,0.285714286,0.571428571,0.0
0.0,mentioned,Business,542.0,509.0,1.0,1.761643836,144.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,6.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3.0016233750000003,between10-3msgs,Technology,184.0,172.0,23.0,1.764383562,113.18181820000001,0.087121212,3.3901515155000004,0.3977272725,1.6098484845,0.9583333334999999,0.310606061,0.268939394,6.75,4.0,4.25,0.215909091,0.357142857,0.214285714,1.071428571,0.571428571,0.571428571,0.0
0.6482875605,morethan100msgs,Fitness,4952.0,4901.0,314.0,1.591780822,118.77702705,0.19969969999999998,4.9108483485,2.314189189,0.735172673,0.5549924925,0.868430931,0.9258633635,5.5,2.0,4.5,0.161036036,0.08650519,0.027681661,0.435986159,0.179930796,0.238754325,0.4816066065
2.923076924,between100-10msgs,Fitness,10.0,33.0,13.0,1.802739726,84.61538462,0.0,3.153846154,1.384615385,0.0,0.0,0.461538462,0.923076923,4.0,2.0,3.0,1.076923077,0.307692308,0.153846154,0.692307692,0.230769231,0.461538462,0.0
0.8333333329999999,friend,Technology,1351.0,1348.0,36.0,5.95890411,90.44444444,0.0,2.583333333,2.861111111,0.0,0.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0,0.416666667,0.0,0.222222222,0.194444444,0.0
0.258064516,morethan100msgs,Technology,131.0,1.0,744.0,1.523287671,102.3575269,0.0,2.0,5.642473118,0.0,0.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.198924731,0.0,0.059139785,0.0
2.0,between100-10msgs,Technology,1061.0,1560.0,5.0,6.361643836,134.5,1.0,4.25,4.5,1.375,0.875,0.75,0.875,6.25,2.0,4.0,0.0,0.25,1.0,0.25,0.25,0.5,0.25
-0.9620991249999999,morethan100msgs,Fitness,39.0,16.0,343.0,1.608219178,128.9154519,0.0,6.720116618,5.177842566,0.014577259,0.014577259,0.982507289,1.0,4.0,2.0,3.0,0.0,0.002915452,0.002915452,0.005830904,0.0,0.008746356,0.982507289
2.5,mentioned,Technology,697.0,385.0,6.0,2.57260274,120.875,0.0,3.375,2.0,2.125,0.875,1.0,0.625,5.0,3.0,3.25,0.25,0.5,0.0,1.25,0.25,0.5,0.25
2.5000000009999996,between10-3msgs,Science,6063.0,6483.0,9.0,3.726027397,119.5,0.333333333,2.4166666665000003,1.3333333330000001,2.3333333334999997,0.75,0.5,0.666666667,5.5,2.0,4.0,0.0,0.666666667,0.666666667,0.833333333,0.666666667,0.166666667,0.5
3.2083333335,mentioned,Fitness,4761.0,420.0,10.0,6.315068493,87.04761906499999,0.0,3.3809523809999997,0.666666667,0.8571428569999999,0.8571428569999999,1.0,1.0,6.0,3.5,4.0,0.4761904765,0.375,0.125,0.625,0.75,1.0,0.142857143
2.3786562079999998,Random,Unknown,1688.0,1870.0,121.0,6.534246575,110.60020125,0.098476136,3.6382978725,0.8102357675,0.7656699250000001,0.6283783785,0.8513513515,0.75,3.0,2.0,0.0,0.166331225,0.471910112,0.247191011,0.820224719,0.314606742,0.426966292,0.068573893
1.5,between100-10msgs,Fitness,140.0,400.0,4.0,2.219178082,122.75,0.0,4.75,1.5,0.0,0.0,0.75,1.0,5.5,3.0,2.0,0.0,0.75,0.0,0.75,0.0,0.5,0.5
2.6501199055000004,morethan100msgs,Fitness,441.0,1.0,2591.0,2.128767123,113.75206285,0.10805501,4.872960622,3.233095584,0.0,0.0,1.0,0.9038737509999999,2.0,2.0,0.0,0.201887759,0.569464899,1.058910162,1.05203731,0.016691213,0.050073638,0.2989450755
1.511538461,between100-10msgs,Science,160.0,105.0,260.0,1.830136986,127.9115385,0.034615385,3.161538462,3.623076923,0.0,0.0,1.0,0.961538462,7.0,3.0,6.0,0.057692308,0.296153846,0.007692308,0.642307692,0.419230769,0.238461538,0.15
2.0,Random,Unknown,4865.0,3530.0,1.0,5.717808219,144.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
0.8275862060000001,between100-10msgs,Science,516.0,949.0,29.0,3.046575342,90.4137931,0.0,5.448275862,1.793103448,0.0,0.0,0.896551724,1.0,5.0,3.0,3.0,0.0,0.172413793,0.206896552,0.413793103,0.0,0.068965517,0.034482759
0.46690785700000004,morethan100msgs,Technology,1317.0,1988.0,242.0,1.97260274,114.81327801,0.012448133,5.2551867219999995,1.481327801,0.0,0.0,0.9979253109999999,0.9979253109999999,5.5,3.0,4.5,0.008298755,0.119834711,0.016528926,0.198347107,0.061983471,0.078512397,0.01659751
1.0,Random,Unknown,22.0,235.0,1.0,3.065753425,59.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5102090539999999,morethan100msgs,Fitness,1293.0,979.0,346.0,2.416438356,132.84347825,0.04057971,9.2101449275,4.0072463769999995,0.034782609,0.034782609,0.9318840580000001,1.0,6.5,2.0,5.0,0.133333333,0.168141593,0.171091445,0.495575221,0.244837758,0.174041298,0.8768115940000001
3.0,mentioned,Technology,1132.0,253.0,1.0,4.673972603,140.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,5.25,2.25,3.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2.5768339769999997,between10-3msgs,Science,204.0,590.0,58.0,1.849315068,123.17052770000001,0.2104247105,3.11003861,0.339124839,1.250965251,0.8571428569999999,0.312097812,0.22007722000000002,8.0,2.5,6.0,0.084942085,0.371428571,0.142857143,0.857142857,0.628571429,0.6,0.108108108
0.222222222,between100-10msgs,Science,102.0,86.0,24.0,2.495890411,43.33333333,0.041666667,2.541666667,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.222222222,0.0,0.0,0.0,0.0
1.6666666669999999,mentioned,Science,458.0,453.0,4.0,7.723287671,115.5,0.333333333,3.5,2.1666666665000003,1.0,1.0,1.0,1.0,4.75,2.0,3.75,0.0,0.666666667,0.0,1.0,0.0,0.0,0.0
1.8376611745,between10-3msgs,Science,2759.0,2649.0,302.0,4.865753425,112.0227359,0.035556398,4.504547177,0.9184665909999999,1.18757105,0.896551724,0.492421372,0.5202096755,4.0,2.0,1.5,0.17411898450000002,0.27027027,0.560810811,0.594594595,0.148648649,0.162162162,0.072944297
2.0,Random,Unknown,295.0,334.0,1.0,1.517808219,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4.0,between10-3msgs,Technology,66.0,2000.0,1.0,1.756164384,124.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
2.0462060165,between10-3msgs,Fitness,399.0,988.0,325.0,2.309589041,97.12995105499999,0.0527143525,3.369757689,1.622087605,0.881582013,0.672413793,0.5823042869999999,0.8405172415,4.0,2.0,2.0,0.24266076399999997,0.278145695,0.655629139,0.635761589,0.152317881,0.185430464,0.1037395155
1.7262962965,between10-3msgs,Technology,570.0,1900.0,56.0,4.882191781,122.75925925,0.2592592595,3.5925925925,2.3333333334999997,1.361111111,0.9166666665000001,0.9629629630000001,1.0,6.5,2.5,5.25,0.5370370369999999,0.04,0.22,1.26,0.1,0.06,0.4907407405
1.9999999990000004,mentioned,Science,147.0,299.0,4.0,3.860273973,80.66666665,0.333333333,3.6666666665,1.333333333,1.0,1.0,0.666666667,0.333333333,3.5,2.0,3.0,0.0,0.333333333,1.0,0.333333333,0.333333333,0.333333333,0.333333333
0.23458646700000008,morethan100msgs,Technology,36.0,361.0,268.0,1.835616438,85.12406014999999,3.0,3.522556391,3.631578947,1.507518797,1.0,0.969924812,0.962406015,2.0,2.0,0.0,0.026315789,0.010526316,0.126315789,0.021052632,0.063157895,0.021052632,0.033834586
2.0,between100-10msgs,Technology,221.0,479.0,1.0,1.723287671,77.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,4.5,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.0910931175,mentioned,Science,13858.0,584.0,55.0,5.608219178,124.72115385000001,0.3637820515,3.846153846,1.1482371795000001,1.140224359,0.8076923075,0.735576923,0.435096154,6.0,2.25,5.0,0.139423077,0.368421053,0.078947368,1.078947368,0.263157895,0.263157895,0.1009615385
